8/10/2023 3:31,cancel_1,token_3,fb_4,,,,,,,,,
8/10/2023 3:47,token_1,fb_1,token_1,fb_5,,,,,,,,
8/10/2023 4:02,token_3,fb_5,,,,,,,,,,
8/10/2023 4:06,token_1,fb_5,token_3,fb_5,stopped,token_1,fb_5,token_1,fb_5,stopped,token_3,fb_5
