5/25/2023 3:32,cancel_1,,,,,,,,,,,,,,,,,,,
5/25/2023 3:39,token_3,fb_5,token_3,fb_3,token_1,fb_5,token_1,token_1,fb_5,token_1,fb_5,token_2,fb_5,token_3,fb_5,stopped,token_1,fb_5,token_1,stopped
5/25/2023 4:35,token_3,fb_5,token_1,fb_5,token_3,fb_4,token_3,fb_3,,,,,,,,,,,,
