8/4/2023 1:10,ans_yes,token_1,fb_4,ans_yes,token_1,fb_5,ans_yes,ans_yes,token_3,fb_5,,,,,,,,,,,,,,
8/4/2023 1:54,ans_yes,cancel_1,ans_no,cancel_1,ans_yes,token_3,ans_yes,token_1,fb_4,ans_yes,token_2,fb_5,ans_no,ans_yes,cancel_1,ans_no,cancel_1,ans_no,stopped,ans_yes,ans_yes,cancel_1,ans_no,cancel_1
8/4/2023 2:17,ans_yes,token_3,fb_5,,,,,,,,,,,,,,,,,,,,,
8/4/2023 2:22,ans_yes,token_1,fb_5,,,,,,,,,,,,,,,,,,,,,
8/4/2023 2:58,ans_yes,cancel_1,,,,,,,,,,,,,,,,,,,,,,
8/4/2023 3:00,ans_yes,token_3,fb_5,,,,,,,,,,,,,,,,,,,,,
