7/24/2023 2:09,token_1,fb_5,stopped,stopped,token_1,fb_5,,,,
7/24/2023 2:18,token_1,token_2,fb_3,token_3,fb_5,,,,,
7/24/2023 2:37,cancel_1,,,,,,,,,
7/24/2023 2:44,token_3,fb_5,,,,,,,,
7/24/2023 3:18,token_1,fb_5,stopped,token_1,fb_3,,,,,
7/24/2023 5:50,token_1,fb_5,token_1,fb_4,token_1,fb_3,token_2,fb_3,cancel_1,stopped
