8/3/2023 0:37,ans_yes,cancel_1,ans_no,cancel_1,ans_yes,token_3,fb_5,ans_yes,stopped,ans_yes,token_1,ans_yes,cancel_1,ans_yes,token_3,fb_5
8/3/2023 2:15,ans_yes,token_1,fb_5,ans_yes,token_2,ans_yes,token_1,fb_5,ans_yes,token_2,fb_4,,,,,
